,crystal_name,indirect_bandgap (eV),_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma
246,Cr6Fe3Li12O32Sb3,0.3737,7.762827841,7.80804719,7.605212135,88.10567591,89.64138229,91.25707505
247,CoLi2MnNiO6,0.3916,2.675994367,2.675998193,13.01860718,89.99955543,90.00078051,119.9992033
248,CoLi3Mn2O6,0.3695,2.651417581,2.651419011,13.51648927,89.99986856,90.00018849,120.0071713
249,CoLiMnO6,0.4054,2.613772362,2.65170234,11.92239331,92.80971423,88.21233214,119.3649817
250,Co2LiNiO6,0.8279,2.681221155,2.681223826,12.54422761,89.99983717,90.00044548,119.9945816
251,MnNi2O6,0.5797,2.662924425,2.662921657,12.38591321,90.00491695,89.99475812,119.9884186
252,Co3LiO6,0.3833,2.679652116,2.679651374,12.52895465,90.00018239,89.99970949,119.994249
253,Li2Mn2NiO6,0.383,2.644806885,2.644811541,13.26481755,90.00031677,89.99998501,120.0055615
254,CoLi3MnNiO6,0.4229,2.681429206,2.681429991,13.36589561,89.99995695,90.00012465,120.0027456
255,Li8Mn16O29,0.3664,7.512563026,7.550380348,7.553835184,89.36556739,89.9256644,90.09725549
256,Cr2Li11O32Ti11,0.6329,7.873644565,7.858809941,7.809481495,89.79135607,88.97591257,90.0319863
257,Li4P20,0.9973,10.12832232,6.483178566,6.509352606,88.92543729,90.37755917,90.16280055
258,Cl12InLi6,0.3719,6.086458488,10.63764152,5.967486018,90.00146217,110.4169803,89.99843268
259,Cr7Li8O32Ti9,0.3708,7.815228373,7.816154996,7.758240582,90.40690849,90.3856663,89.81009935
260,LiP20,0.3988,9.375706972,6.407234844,6.571913674,90.08242556,100.1254246,89.34145462
261,Cr4Li8O32Ti12,0.3645,7.863907416,7.83791462,7.863750875,91.21069245,92.07593026,91.21333139
262,Fe21Li7O32,0.3674,7.69235257,7.73594832,7.733899318,90.39998888,90.07778039,89.82420139
263,Fe20Li12O32,0.3706,7.750756985,7.747310559,7.76124805,90.23541792,89.81191076,90.1777147
264,Li6O32Ti16,0.3867,7.952889623,7.95288994,7.952866662,89.97796631,89.97796927,89.9976307
265,Fe21Li9O32,0.3673,7.791676575,7.826412665,7.726174622,90.565037,89.62084522,89.91790003
266,Fe19Li10O32,0.3754,7.706010177,7.711095761,7.723457745,90.20686885,90.23664349,90.6085945
267,Li7O32Ti17,0.3732,7.943472801,7.932493215,7.948231861,89.68784171,89.89045596,89.90068652
268,Fe21Li6O32,0.3641,7.686183655,7.733362281,7.686406704,90.26028328,89.85631589,90.30141527
269,Fe23Li10O32,0.3691,7.850549779,7.79738964,7.857980237,89.79780264,90.29759268,89.4538989
270,Li20Si6,0.3936,5.822466342,5.690401173,11.3090705,89.9984549,90.00042168,89.99992909
271,Cu4Li12Mo12O48,3.8476,9.607429196,4.562413549,18.63470343,90.00017137,120.4749541,89.99177836
272,Al2Li7Si4,0.4294,5.724005302,5.724005378,5.866109642,89.99990248,89.99990357,89.9999991
273,Al2Li20Si6,0.3854,5.773232378,5.78171804,10.74817255,95.77647464,96.12512759,90.02041042
274,Al4Li5Si4,1.5634,5.87726018,5.877260198,5.877260151,89.99997954,89.99997918,90.00000114
275,AlLi9Si4,0.4885,5.806614692,5.717183768,5.717183962,90.00000337,89.99987036,89.99998536
276,Al2Li8Si4,0.4404,5.726886674,5.869443799,5.796259683,89.99996782,90.00000701,90.0000007
277,Li8N2O2,0.4082,4.281494997,4.281495013,4.425191943,90.00000309,89.99999969,90.00000354
278,Li6N3OSi2,0.5523,4.443772583,4.605793163,4.605768959,84.58311879,90.00044366,90.00052691
279,Ge11Li53N32,0.4383,9.049511944,9.063013014,9.066375724,89.93180157,89.98000709,90.05097559
280,Li7N2O2Si,0.5078,4.397566668,4.397566662,4.391979009,89.99955928,89.99956089,90.76750775
281,Li7N2O2Ti,0.4376,4.49338892,4.477264474,4.477263842,90.39193207,90.00002327,89.99990983
282,Ge8Li56N32,0.3841,9.012740531,9.008770531,9.006831171,89.97755959,89.91555362,90.1291101
283,Ge10Li54N32,0.4321,9.053915846,9.044876698,9.045360421,89.86218232,89.97085464,90.11395529
284,Li56N32Ti8,0.3965,9.099451563,9.100209431,9.098098973,90.08148121,89.92968594,90.16296878
285,Ge9Li55N32,1.832,9.058432899,9.038210374,8.999168205,90.1845378,90.09224896,89.98370707
286,Br32Li20Mn7,0.3633,10.44788686,10.43374346,10.46080592,90.04593852,90.2213219,89.75431454
287,Br4Mn,0.4055,4.811241441,4.811095606,4.81126468,89.99999031,89.99994829,90.00010059
288,Br32Li17Mn6,0.3985,10.51216996,10.46320928,10.46186998,89.10253415,90.3576738,89.95633812
289,Br32Li18Mn8,0.3756,10.42663538,10.44486699,10.41951548,90.35980433,90.02319298,89.88671345
290,Br4Li2Mn,0.409,5.044883057,5.044881378,5.231355935,90.00093262,90.00108886,90.00017321
291,Br4LiMn2,0.4123,5.057764744,4.96858645,5.056039824,90.00001027,90.00000242,89.99999424
292,Br4LiMn3,0.3856,5.040983333,5.041965195,5.04272349,89.99999673,90.00001982,89.99998397
293,Br32Li18Mn7,0.3694,10.42056365,10.43763988,10.42391525,90.31043376,89.89018741,90.34608762
294,Li9Mn8O16,0.3704,5.324958715,5.324481067,8.184057451,90.31634354,89.99156425,90.00091704
295,Li2Mn16O32,0.3678,7.367813002,7.370523957,7.367826743,90.00868463,89.99747188,90.00838326
296,Li10Mn8O16,0.368,5.329857615,5.32977273,8.251990133,90.28218284,90.27815814,89.94503935
297,Li6O4,6.1555,4.245355412,4.260474144,4.260474101,89.99996676,89.99997619,90.00000068
298,Li5Mn15O32,0.3649,7.467554755,7.598316336,7.564067337,89.7126975,90.22609965,89.72593763
299,LiMn15O32,0.3636,7.587750587,7.29823386,7.386441518,90.57198542,87.26711645,88.9252322
300,LiMn13O32,0.368,7.312116913,7.354707614,7.33864811,89.55192315,89.87235321,90.00560511
301,Mn17O32,0.3644,7.458002416,7.388171766,7.503361882,90.2360228,89.38398292,89.70063416
302,Li5O4,0.3869,4.357553027,4.357555,3.952540192,89.98464848,89.99548872,89.99559083
303,Cu4La8O14,0.4522,5.053995244,5.033080606,12.67421504,89.9999588,90.00000466,89.99958706
304,Fe2Li3O8Sb2,0.5056,2.898309048,4.843342604,9.298633797,88.850595,89.99999971,90.00000102
305,FeLi4O8Sb2Sn,0.3993,2.941892379,4.785336338,9.881687329,89.29370269,90.00000128,89.99999926
306,Cu3La8LiO15,1.4063,5.096749776,5.073119271,12.53794593,89.99892629,89.99952062,89.41808077
307,Fe2Li2O8SbSn,0.3796,2.888857566,4.790214342,8.92542229,90.17624768,89.9999998,90.00000092
308,Ba2Cu3O8Y,0.506,3.704660209,3.733393442,11.24939579,90.00028179,90.00000123,89.99855876
309,Ba2Cu2LiO7Y,0.4068,3.706679102,3.650723816,10.99881347,89.9910013,90.00000055,89.99999998
310,Ba2Cu3O6Y,0.6307,3.725856804,3.734822749,10.87005591,89.98002065,90.00000123,89.99999995
311,Ba2Cu3O7Y,0.5091,3.726717119,3.753368122,10.75807575,89.99549734,90.00538099,89.99761109
312,Co10Li2O32Ti12,0.3635,7.860942302,7.900860867,7.895390981,91.09222941,92.55122033,90.92515265
313,Co12Li2O32Ti10,0.366,7.829507713,7.819520964,7.894476285,88.80390994,91.69189375,88.93291445
314,CoLi9O32Ti14,0.4745,7.933807163,7.933800992,7.919816221,89.99710822,90.00078101,89.41565245
315,Co14Li2O32Ti8,0.3663,7.899865331,7.854830493,7.788375281,91.81025271,87.8953561,88.31894051
316,Li13O24Sn8,4.267,5.036857004,8.722853762,9.156332127,89.39281043,100.2762655,90.15399952
317,Li14O24Sn8,4.2723,5.037893537,8.742718781,9.140904008,89.99990807,100.411474,90.00010635
318,Li11O24Sn8,4.3431,5.028618436,8.705792617,9.1308399,90.83761376,100.0944265,89.81030879
319,Li8Mn14O32,0.3646,7.514037438,7.585637968,7.585718518,90.29592166,90.0021279,90.0041528
320,Li4Mn16O32,0.3822,7.467948375,7.467729992,7.435148149,90.00080635,89.99892791,90.0411426
321,Li9O32Ti15,0.4251,7.930336358,7.930323987,7.9302975,90.3971484,89.60273584,89.60268468
322,Li10O32Ti14,0.4332,7.906570661,7.912854818,7.912794518,90.72907816,90.81647371,90.81647268
323,Li11O32Ti13,0.8809,7.900149068,7.869250187,7.902820482,91.29803876,89.82930787,89.48393515
324,K6Li2Mg8O60Si24,4.0878,9.645209002,9.645208986,13.19114338,90.00000353,90.00000378,119.8915741
325,K6Li4Mg6O60Si24,4.7656,9.597800529,9.597709141,13.18650267,90.0000382,90.00002561,120.0104027
326,Cr4Li4O44Sr4Ti16,0.4059,12.99398257,5.490194731,9.391820587,89.99989982,89.76589053,89.99992541
327,F8Li10Na5Ni8O32P8,0.3855,9.938625337,5.905681176,10.30510512,90.00331038,89.58819505,89.99587801
328,Cd2Li4S8Sn2,0.3927,7.934318172,6.384244444,6.776329214,88.48302672,87.67280433,90.89335502
329,Cd2Li4S10Sn2,0.4184,7.967214603,6.600150235,6.983364792,96.66005032,92.24152696,94.15629301
330,F8Li11Na6Ni8O32P8,0.3752,9.979428298,5.910343258,10.39697913,89.77568191,89.41555313,89.95293886
331,F8Li9Na6Ni8O32P8,0.3853,9.944634907,5.906264459,10.33451222,90.47048678,90.39270681,89.79701629
332,F8Li7Na9Ni8O32P8,0.3676,10.05095595,5.889383245,10.51227882,90.08580256,89.98074065,90.0987109
333,Li8Pb4Pd4,0.5479,6.307263469,6.352245231,6.307261244,90.00003975,89.99994135,90.00003768
334,Li7Pb4Pd5,0.5729,6.324166691,6.324167431,6.324167005,89.99997892,90.00000302,89.99996906
335,Li4Mg18Zn32,0.3676,5.098629078,5.110514991,37.69821678,89.86813645,90.00002247,119.7158478
336,Li9Pb4Pd3,0.4272,6.208863877,6.358410068,6.358408429,89.99995638,89.99970974,90.00000043
337,Ir3Li9Sn4,0.5408,6.07059189,6.159866539,6.159866383,90.00000998,90.00000996,90.00000188
338,Ir4Li8Sn4,0.5315,6.203235695,6.128280381,6.128279272,89.99999993,90.0000852,89.99999494
339,Ir2Li10Sn4,0.5378,6.182564,6.087343393,6.18256363,89.99999735,90.00004529,89.99999014
340,Li9Pt3Sn4,0.4145,6.284629822,6.092885136,6.284644667,90.00021745,89.9999995,89.99998196
341,Li21Si5,0.4468,5.642729369,5.642924244,11.5001854,90.00026087,89.99979825,90.00001224
342,Al2Li17Si4,0.4214,5.26426534,5.19126559,11.76670129,89.31284758,91.01546182,89.81541204
343,F4Ge8K2LiMg5O20,0.7984,5.108768621,8.843941894,9.661347157,90.00006181,100.0564958,89.99992559
344,F4Ge8K2Li3Mg3O20,4.0057,5.062356693,8.765204449,9.641010874,90.00001118,99.74829973,90.0000312
345,F4Ge8K2Li4Mg2O20,4.1509,5.049930522,8.72918341,9.629653647,90.00042298,99.55566485,89.99807966
346,F4LiMg5O20Si8,6.0099,4.875488332,8.452560417,9.199779257,90.00080858,99.94819882,89.99986099
347,Al24B9Mn3Na3O93Si18,1.8022,15.04076342,15.11315342,6.608663373,90.09427234,90.03831817,119.9214888
348,CsF4Mg6O20Si8,0.9383,5.008588209,8.701511503,9.516303674,89.9996008,100.3176504,89.9997652
349,Al23B9CaMn3Na2O93Si18,0.4159,15.03999106,15.10923144,6.612731861,90.06881848,90.02180085,119.9162703
350,Al21B9LiMn5Na2O93Si18,0.4595,15.08503305,15.04215145,6.585579434,89.89650456,90.00739887,120.1457563
351,Ga7Li8Si,0.5756,6.009544652,6.009545961,6.009545656,90.00002968,89.99998369,90.00000263
352,Li9Sn4Zn3,0.6468,6.253056124,6.232558733,6.253053675,90.00003375,89.99993872,89.9999722
353,Cu4Li8Mn12O32,0.365,7.617629209,7.612820407,7.705647618,88.57041754,88.85883979,87.64845488
354,Li5Sn4Zn7,0.4424,6.454296364,6.454298999,6.4542935,90.00001639,90.00002053,90.00000641
355,Ga4Li8Si4,0.4503,6.288301147,5.493640832,6.287918662,88.37234496,83.62366309,88.3672617
356,Li6Sn4Zn6,0.8196,6.323324713,6.437824006,6.437819876,89.99997285,90.00002132,89.99998549
357,Li8Sn4Zn4,1.0167,6.317877279,6.317877256,6.236300518,89.99987264,89.99988418,89.99996955
358,CuLi8Mn15O32,0.3676,7.603450408,7.604143408,7.604485628,90.46701135,90.46013549,89.52592346
359,Ga5Li8Si3,0.371,6.166331258,5.71331796,6.166239827,89.9998811,92.00322471,90.00013818
360,Ga3Li8Si5,0.3875,6.261907257,6.260183021,5.494799172,89.99921893,89.99922724,91.27902362
361,Li4Mg6Na6O60Si24,4.5438,9.48389021,9.483932325,13.14087776,89.99999112,90.00001306,120.0639376
362,K6Li3Mg7O60Si24,4.6041,9.627400254,9.620622525,13.19468893,90.00008107,90.00001028,120.0233277
363,Cl16Fe5Li4,0.3668,6.72582549,6.922657101,9.684269759,88.89550606,89.99787454,89.97597813
364,Cl16Fe6Li6,0.3703,6.911576415,6.949515198,9.75220136,89.99846724,89.98610389,89.99991937
365,Li3Mn5O8Rb2,0.378,7.812055656,7.716312792,3.023210542,89.99997039,90.00024833,92.56073972
366,Cl16Co2Li10,0.3671,6.993712362,7.003088894,9.493948486,90.00013693,90.16639613,89.99993885
367,Li2Mn6O8Rb2,0.3656,7.814698513,7.926689,2.943911997,90.00001439,89.99991719,90.84849081
368,Cl16Fe4Li7,0.3918,6.865766027,6.973274322,9.897985351,89.99948142,90.04722519,90.000013
369,K2Li2O8Zn6,2.2032,7.715268045,7.734422843,3.181085816,89.99934357,90.00012881,91.15752867
370,Fe9Li3Mn12O32,0.3637,7.689199856,7.733378823,7.663427421,88.61004824,89.97966937,89.9764672
371,Fe9Li4Mn10O32,0.3694,7.654822008,7.721882346,7.673682508,89.83792897,90.93402738,90.3304795
372,Fe7Li4Mn13O32,0.3644,7.735506881,7.607282238,7.725752886,89.93945456,90.6099513,89.49708138
373,Fe8Li3Mn12O32,0.3678,7.594553986,7.708644354,7.698685222,88.82088572,90.05545985,89.92595292
374,Fe5Li2Mn17O32,0.3637,7.669473152,7.655137597,7.819603971,89.49849386,89.62794126,90.88956224
375,Fe8Li6Mn10O32,0.3654,7.742539094,7.680901878,7.638013935,91.13158732,90.79301061,89.56176066
376,B40Cs4Li18Se72,2.5451,9.867139656,9.865990401,27.79052377,90.00003673,90.00003709,90.00000042
377,B2Li3O6Zn2,0.9182,4.695031531,4.79674878,5.776825362,66.23531889,68.11375509,60.35524074
378,B40Cs4Li21Se72,2.0568,9.937779975,9.930309135,27.37819067,90.00004662,90.00003842,90.00000025
379,B2Li2O6,0.3707,4.406632669,4.509445517,5.415982507,64.25092862,67.55057087,59.61199662
380,Li3MgPS6,0.3933,5.693480349,5.690186667,6.371549368,90.00125918,89.9928511,119.9710606
381,Li3MgP2S6,2.1029,6.081090997,6.080761355,6.286324924,89.99436797,90.00152848,120.0062128
382,LiNaO4Ti,0.5011,2.779335277,2.779343477,9.285228028,90.00991146,89.99071463,120.0239407
383,Li2Mg2P3S6,0.3872,6.878142086,6.186215038,6.482134676,85.37811822,97.94176374,122.5140961
384,Li3P2S6,0.3941,5.897395467,5.897392179,6.349569797,89.99802984,89.99806601,119.9868444
385,Li2MgP2S6,2.9666,5.990195529,5.990195696,6.473373858,89.99972465,89.9997199,119.9976025
386,LiNa2O4Ti,0.3688,2.790659296,2.790661777,10.56469483,89.99823459,90.00189886,120.0222152
387,Na3O4Ti2,0.4083,2.9719488,2.971948793,10.57382378,89.99999679,90.00000041,120.0036201
388,Li10O4,0.372,4.422636444,4.777235033,4.409778483,90.00037547,91.75413317,89.99992276
389,Li9O4,0.61,4.376005127,4.579682447,4.376004752,90.00000381,88.94189777,90.00000519
390,Li8O4,4.802,4.329465176,4.331271103,4.329465226,90.00000537,89.97929133,89.99995497
391,Li7O4,5.901,4.302375535,4.302375601,4.302374712,90.0001274,90.00025348,90.00018502
392,Li3O24W8,0.9978,7.087812003,7.035068542,7.019693478,90.00010378,90.0000936,89.99999972
393,Al4B8Be4KLi4NaO27,0.3763,6.938844003,7.026252015,6.956308682,89.92269991,91.00717573,90.4341707
394,Al4B10Be2Li4Na2O27,3.765,6.962994025,6.962994005,7.144874615,90.00077622,90.00077699,90.85870847
395,CrF12Zn5,0.9101,4.344410261,4.344410013,8.778830034,89.99949387,89.99950359,90.10729596
396,F12LiZn5,4.4618,4.304857131,4.30485713,8.600003259,89.9996201,89.99962007,90.36702259
397,F12Zn6,5.3381,4.353325645,4.353325641,8.756027376,89.99964489,89.99964283,89.99999916
398,Li2O24W8,0.9619,7.025779786,7.001016758,7.036270393,89.99987338,90.00006881,89.99999978
399,Ir2Li2O6,0.369,2.841089495,2.849567581,12.81216547,90.30154191,89.69744877,123.623645
400,FeK2Li6Na2O60Si24TiZr2,1.0417,9.462867399,9.462867431,13.19511364,89.99914446,89.99914426,120.0091727
401,FeK2Li6Na3O60Si24Zr3,0.5348,9.444704825,9.444694262,13.10078356,90.0004583,89.99985054,120.0088182
402,Fe2IrLi2O6,1.2032,2.776202041,2.776203667,13.17271746,90.00828327,89.99160904,120.0378735
403,Ir3Li2O6,1.8438,2.969510116,2.969507354,12.69656959,90.00623175,89.9937559,120.0055388
404,IrLi4O6,0.365,2.804243272,2.704060551,12.66774232,90.03003901,88.92972263,118.8268954
405,FeK2Li6Na3O60Si24TiZr2,0.3958,9.446954652,9.44802179,13.08256682,89.9972658,90.0016746,120.0135306
406,Bi10LiNb8O36,0.38,23.24932158,5.183196074,5.171566608,90.16620879,89.9999073,89.99864378
407,Al16Fe3Mg3O48Si8,0.4317,7.48132348,15.78538542,5.420877011,89.93847322,90.02840582,89.8916631
408,Al16Fe3Mg2O48Si8,0.3817,7.458599683,15.77161571,5.388540382,90.01205048,89.65320542,89.99581829
409,Al17Fe3MgO48Si8,0.4182,7.446305677,15.79243981,5.386423769,89.99984355,89.72212211,90.00003306
410,Al17Fe2LiO48Si8Zn2,0.44,7.488679928,15.79002276,5.383957808,89.99911136,90.81130648,90.00426573
411,Al17Fe3Mg2O48Si8,0.421,7.471790475,15.83799998,5.40036701,90.00430239,89.50771845,89.9933189
412,Al18Fe3O48Si8,0.439,7.329646737,16.06526564,5.361828627,89.99975955,90.08693747,90.00001719
413,Al18Fe4O48Si8,0.5186,7.332094074,16.15453465,5.354985547,89.99998619,90.59448963,90.00004423
414,Al18Fe4O48Si7,0.4168,7.456096449,15.75470344,5.376406551,89.99151453,89.56327814,90.00107948
415,Al18Fe2Li2O48Si8,0.3823,7.486783174,15.70832965,5.381694448,90.00003813,90.01061902,90.00000105
416,Li5Ni3O6,0.3684,2.79692678,2.796947865,13.73066487,89.96856172,90.03168089,120.037506
417,Li6Ni3O6,0.3972,2.797495017,2.797508224,14.26786721,89.96477608,90.03495656,120.038619
418,Li8Mg3Mn13O32,0.3659,7.634603406,7.634555225,7.683040142,90.13037265,90.12808885,90.77076705
419,Li3Ni4O6,0.3711,2.742279852,2.742284491,14.3189898,89.99881172,90.00122422,119.9930994
420,Li2Ni4O6,0.3726,2.719950552,2.71995583,14.09580586,89.99963811,90.00047748,119.989527
421,Fe2Li3Mn2O16P4,0.3826,4.425619705,9.407670972,5.466961626,90.68184378,90.45833722,90.7911138
422,Fe8Li10O32Sb6,0.3649,8.034754339,7.907408877,7.566612777,89.5960965,92.46548706,91.72118901
423,Fe8Li11O32Sb5,0.3877,7.703798014,7.887902803,7.92046039,87.48838561,89.98632861,90.58561141
424,Fe15Li8O32Sb,0.3652,7.740739956,7.701196386,7.772162198,89.82344427,89.67075441,89.83507056
425,Cu3Li2S8Sn2Zn,0.3736,5.408231999,5.408232036,10.71995691,90.00000407,90.0000069,90.00002497
426,Cu4S8Sn2Zn2,1.1366,5.378619238,5.378619957,10.71844242,90.00000752,90.00000424,89.99999544
427,CuLiS8Sn2Zn4,0.4578,5.462575679,5.462574863,11.22383363,89.99994828,89.99995914,90.00001008
428,Cu2Li3S8Sn2Zn,1.7031,5.42950455,5.425660724,10.7530298,90.00001039,90.00003372,90.19541621
429,Li24Mo8O27,0.3658,7.714707387,7.749766224,7.757336766,90.37587402,89.6615328,89.93976735
430,Li23Mo9O32,0.4555,7.766927905,7.821534985,7.802207424,90.54820641,90.27502558,89.56898183
431,Li22Mo10O32,0.5108,7.823254257,7.818898542,7.807268315,89.95523217,89.65796332,90.63168133
432,Li20Mo12O32,0.4338,7.864270457,7.850348773,7.834761779,89.69404376,89.28310676,90.22465104
433,Li23Mo9O30,0.3698,7.787320673,7.783795275,7.738726457,90.51544247,90.66308977,89.06966458
434,Li20Mo12O31,0.3923,7.827471315,7.830987409,7.832309491,89.09734711,89.86525678,89.94698284
435,Eu8Li3Mg5Sn12,0.3868,4.557454821,19.84422496,7.394403115,89.61243116,90.00000391,89.99999996
436,Li3Mg5Sn12Sr8,0.4078,4.808512731,20.66380764,7.758336116,89.72254537,90.00000717,90.00000456
437,Li5Mg3Sn12Sr8,0.3758,4.76807587,20.53724537,7.68953668,90.26888073,90.0000005,90.00000034
438,Eu8Li4Mg4Sn12,0.391,4.544360787,19.73132975,7.353951052,90.00080406,89.99999725,89.99999873
439,Eu8LiMg7Sn12,0.4127,4.831112323,22.28422985,6.416313431,89.95857382,89.99124813,90.00024656
440,Li2Mg6Sn12Sr8,0.3984,4.80532524,20.71558664,7.801746348,89.99899254,89.99999952,89.99998783
441,Li4Nb2O18W4,0.5636,4.837355805,4.837359994,13.00289592,89.99766631,90.00171787,120.0101942
442,LiNbO18W5,0.858,4.751181597,4.751286628,12.88727092,89.99587298,90.00378273,120.0087053
443,Ce22Ge35Li21,0.3865,4.41759025,6.875499086,51.887899,89.80637817,90.00000137,90.00001142
444,Ce22Ge34Li22,0.3779,4.427640699,6.839428327,51.66002388,89.99983627,90.00000212,90.00000003
445,Ge34Li22Pr22,0.4262,4.386998989,6.780818223,51.59054545,90.00028852,90.00000155,90.00000001
446,Ga8Ge16Li11Se48,0.5941,12.39574163,23.5695139,7.012569128,89.56115047,89.98353952,90.06786241
447,K2O4Sn2,0.4857,3.161015549,3.164490268,12.30980203,89.68983246,89.99788257,119.9468306
448,LiO4Sn,0.3679,3.0408056,2.98618091,8.159137203,89.84085362,97.63147122,119.4174962
449,Al24B9Li2MnNa3O93Si18,1.9072,15.09968976,15.12638325,6.591674555,89.99824342,90.09279221,120.0565018
450,Fe19Li5O32,0.364,7.727434198,7.755056892,7.659583927,90.60381368,90.25563718,90.19008752
451,Al15Li4Na4O48Si9,4.9873,4.893710323,8.3945546,17.64718237,89.72589529,95.25143823,90.00956899
452,Al16Li4Na4O48Si8,5.151,4.923890142,8.448250072,17.6235437,89.96150137,95.50429227,89.85837379
453,Al22B9Li3Mn2Na3O93Si18,1.8391,15.11745403,15.11727648,6.597118441,89.86530571,90.13480061,120.3106251
454,F12K4Li2Y2,2.2459,7.490365821,5.519152977,9.302978289,89.99999564,143.651792,90.00000082
455,Li3S4Zr,0.6504,5.045203802,5.045203748,5.045203424,90.00000115,89.99999885,90.00000148
456,Ba5F24K3Li4Zn4,0.7416,7.4865191,7.483028418,7.513522787,89.83773106,89.97384606,90.07462433
457,F12K4Li2Y3,0.3959,7.611907282,5.464797961,9.364632375,89.3834615,144.1977536,89.75054982
458,Ba3F24K5Li6Zn2,6.8505,7.352082024,7.363828349,7.364413552,90.00039791,90.17345708,89.99965059
459,Ba3F24K5Li4Zn4,5.1746,7.439867988,7.444033556,7.444139933,89.98400871,89.95706198,89.95742584
460,Ba4F24K4Li4Zn4,5.5832,7.465884515,7.467155281,7.465889221,89.9712193,90.00548384,89.97085264
461,La24Li23O56Ti4,2.0472,12.51269947,12.51269996,7.118833421,89.94513228,89.94513446,90.04589702
462,CrGa3Li4O7,0.3715,5.071434903,6.048526526,4.541788656,89.78921478,89.87301233,89.88581185
463,La24Li16O56Ti5,0.8961,12.38151548,12.36393216,7.191942556,89.70923391,89.97466821,89.98118958
464,Ga4Li4O7,3.0145,5.069686611,5.993699479,4.642875475,89.68320671,89.79147861,90.00160961
465,La24Li22O56Ti4,2.1822,12.49469676,12.48417543,7.12432655,89.7403551,89.85996312,90.05185931
466,Cr2Ga2Li4O7,0.3829,4.920607892,6.031950196,4.645664552,89.87840604,90.24609633,86.56756687
467,Ga4Li4O6,2.3449,4.973382077,5.964796337,4.599657247,89.96492502,90.00011279,89.99999319
468,La24Li21O56Ti6,3.0256,12.48791521,12.48790898,7.203394996,90.05965217,90.05966473,90.05041805
469,Li7Mn16O32,0.3747,7.550024882,7.550056512,7.550010695,90.02199831,90.01566904,90.0214463
470,Li3Mn16O32,0.3749,7.407405911,7.400058521,7.407472171,90.00011125,90.07125809,90.00043211
471,Li5Mn16O32,0.3672,7.492981878,7.488755984,7.48879953,89.93172076,90.01340489,90.0192483
472,F24In4Li11,4.7283,4.344776324,15.77422061,4.572934146,89.99958849,90.09679681,90.00026315
473,F24In4Li7Zn2,5.0244,4.305615599,16.14955709,4.593531435,90.00009219,89.88415322,89.99998705
474,F24In4Li9Zn,4.9706,4.322418238,16.01002448,4.582123974,90.00051398,90.35812884,89.99933969
475,Al6LiN12Si5,0.7845,9.06228805,5.19910783,4.787844131,90.60261082,90.3548061,91.84205107
